Date,Ticker,Close,BBHigh,BBLow,Supertrend,ATR,RsiD,RsiW,RsiM,SwingHigh,SwingLow,Sma20,Sma50,Sma150
2026-08-14,ABB.ST,971.6,993.6,912.26,994.02,23.06,51.68,59.06,69.88,990.2,897.4,952.93,983.1,885.97
2026-08-14,AZN.ST,1480,1722.89,1439.66,1621.81,50.71,34.12,35.93,46.13,1699,1467,1581.28,1675.72,1737.43
2026-08-14,INVE-B.ST,412.65,429.99,393.47,407.33,5.03,54.78,65.66,80.36,426.8,393.2,411.73,399.59,374.7
2026-08-14,LUG.ST,617,645.38,501.46,566.03,25.21,60.67,50.41,58.27,646,521,573.42,553.37,654.82
2026-08-14,LUMI.ST,241.2,264.29,229.58,225.19,10.97,46.49,51.22,64.46,265.3,226.4,246.93,244.17,244.89
2026-08-14,NDA-SE.ST,192.05,194.43,188.57,186.52,2.38,56.93,67.57,74.39,195.4,186.75,191.5,185.93,177.06
2026-08-14,SAAB-B.ST,692.7,687.31,552.09,624.53,22.46,78.75,64.47,68.19,702.3,556.1,619.7,565,603.5
2026-08-14,SEB-A.ST,222.9,228.09,213.65,216.42,3.11,64.04,73.15,73.69,228,211.9,220.87,205.46,192.99
2026-08-14,SHB-B.ST,233.8,237.88,224.96,238.98,3.07,53.85,55.02,65.05,237.6,222.6,231.42,231.78,229.98
2026-08-14,SWED-A.ST,380.5,391.4,362.97,370.7,5.03,58.04,69.33,77.91,390.5,359.2,377.18,364.55,345.34
2026-08-14,VOLV-B.ST,340.2,375.8,334.08,359.58,6.89,40,55.53,60.28,374.5,336.4,354.94,338.29,328.53
