Date,Ticker,Close,Diff_BBLow_%,Diff_BBHigh_%,VsaDPrice,VsaWPrice,VsaDVol,VsaWVol
2026-04-02,ABB.ST,768.2,3.34,-5.61,Neutral,Neutral,Neutral,Neutral
2026-04-02,AZN.ST,1880.5,10.72,0.23,Neutral,Neutral,Neutral,Neutral
2026-04-02,INVE-B.ST,354.65,5.25,-2.61,Neutral,Neutral,Neutral,Neutral
2026-04-02,LUG.ST,726,16.06,-9.65,Neutral,Neutral,Neutral,Neutral
2026-04-02,LUMI.ST,231.8,14.71,-8.19,Neutral,Neutral,Neutral,Neutral
2026-04-02,NDA-SE.ST,165.45,6.61,-5.68,Neutral,Neutral,Neutral,Neutral
2026-04-02,SAAB-B.ST,641.5,8.16,-10.21,Neutral,Neutral,Neutral,Neutral
2026-04-02,SEB-A.ST,175.85,4.72,-7.97,Neutral,Neutral,Neutral,Neutral
2026-04-02,SHB-B.ST,219.6,7.84,-9.91,Neutral,Neutral,Neutral,Neutral
2026-04-02,SWED-A.ST,320.7,5.22,-7.99,Neutral,Neutral,Neutral,Neutral
2026-04-02,VOLV-B.ST,308.6,8.47,-9.09,Neutral,Neutral,Neutral,Neutral
